date,redfin,zillow
2024-08-03T05:10:21.443019+00:00,44030951,NaN
2024-08-04T05:10:34.508951+00:00,44030951,NaN
2024-08-05T05:12:44.475378+00:00,44030951,NaN
2024-08-06T05:11:24.117514+00:00,44030951,NaN
2024-08-07T05:11:17.473789+00:00,44030951,NaN
2024-08-08T05:11:40.559222+00:00,44030951,NaN
2024-08-09T05:11:42.712339+00:00,42794165,NaN
2024-08-10T05:10:16.423379+00:00,42794165,NaN
2024-08-11T05:10:31.184964+00:00,42794165,NaN
2024-08-12T05:12:05.105764+00:00,57346088,NaN
2024-08-13T05:11:45.154972+00:00,57346088,NaN
2024-08-14T05:11:46.219282+00:00,57346088,NaN
2024-08-15T05:11:53.233844+00:00,57346088,NaN
2024-08-16T05:11:27.444695+00:00,57346088,NaN
2024-08-17T05:12:24.531198+00:00,55704050,NaN
2024-08-18T05:11:28.808536+00:00,55704050,NaN
2024-08-19T05:11:40.016714+00:00,55704050,NaN
2024-08-20T05:10:51.509674+00:00,55704050,NaN
2024-08-21T05:11:34.248148+00:00,55704050,NaN
2024-08-22T05:11:13.892523+00:00,55704050,NaN
2024-08-23T05:11:35.181560+00:00,55704050,NaN
2024-08-24T05:10:39.043437+00:00,55704050,NaN
2024-08-25T05:12:54.931986+00:00,55704050,NaN
2024-08-26T05:11:31.382646+00:00,55704050,NaN
2024-08-27T05:11:53.214813+00:00,55704050,NaN
2024-08-28T05:12:02.775243+00:00,55704050,NaN
2024-08-29T05:11:46.828944+00:00,55704050,NaN
2024-08-30T05:11:49.921622+00:00,55704050,NaN
2024-08-31T05:11:10.597442+00:00,55704050,NaN
2024-09-01T05:12:40.592807+00:00,55704050,NaN
2024-09-02T05:12:23.915417+00:00,55704050,NaN
